X,English_Name,Genus,Species,treatment,Author,Pub_Year,Journal,thesis,Class,Order,Collection_Location,Study_Type,Distribution,Calcification,Life_stage,Life_stage_category,Extracted_from,Comments,Response_variable,rate_or_biomass,response_type,response_type_2,Effect.of.treatment,Study_Duration,Study_Duration_Units,citation.details,response,SE_response,LCI_response,UCI_response,unit_response,sample_size,pH,uatm,omega.ar,DIC._umol_kg.1,ppm.CO2,CO2,salinity,temperature,oxygen_in_orig_units,orig_oxygen_units,oxygen,unit_conversion_citation_to_ml_l.1,treatment_var,treatment_name_or_other_details,comments,extraction.method,study_design,study,lowerSE,upperSE,max_response,rel_response,rel_upperSE,rel_lowerSE,SE_response_for_resampling,treat_value,genus_species,unique_study,upper_window,lower_window,weighting
52,Dungeness crab,Cancer,magister,temperature,Brown and  Terwilliger,1999,Journal of Experimental Marine Biology and Ecology,NA,Malacostraca,Decapoda,NA,Single species lab study (one species in paper),NA,Makes CaCO3,Adult,adult or juvenile,google scholar,NA,oxygen consumption,rate,metabolic rate,consumption,positive,1,Days,Table 1,0.028,0.004,NA,NA,ml g-1 h-1,4,NA,NA,NA,NA,NA,NA,32,10,NA,NA,NA,NA,salinity,NA,NA,NA,multi-level anova,Brown and  Terwilliger 1999 Dungeness crab Adult oxygen consumption salinity,0.024,0.032,0.028,1,1.14285714285714,0.857142857142857,0.142857142857143,32,Cancer_magister,8,33.5,29,1
53,Dungeness crab,Cancer,magister,temperature,Brown and  Terwilliger,1999,Journal of Experimental Marine Biology and Ecology,NA,Malacostraca,Decapoda,NA,Single species lab study (one species in paper),NA,Makes CaCO3,Adult,adult or juvenile,google scholar,NA,oxygen consumption,rate,metabolic rate,consumption,positive,1,Days,Table 1,0.023,0.005,NA,NA,ml g-1 h-1,4,NA,NA,NA,NA,NA,NA,24,10,NA,NA,NA,NA,salinity,NA,NA,NA,multi-level anova,Brown and  Terwilliger 1999 Dungeness crab Adult oxygen consumption salinity,0.018,0.028,0.028,0.821428571428571,1,0.642857142857143,0.178571428571429,24,Cancer_magister,8,33.5,29,1
55,Dungeness crab,Cancer,magister,temperature,Brown and  Terwilliger,1999,Journal of Experimental Marine Biology and Ecology,NA,Malacostraca,Decapoda,NA,Single species lab study (one species in paper),NA,Makes CaCO3,megalopa,propagule,google scholar,NA,oxygen consumption,rate,metabolic rate,consumption,positive,1,Days,Table 1,0.99,0.106,NA,NA,ml g-1 h-1,10,NA,NA,NA,NA,NA,NA,32,10,NA,NA,NA,NA,temperature,NA,NA,NA,anova,Brown and  Terwilliger 1999 Dungeness crab megalopa oxygen consumption temperature,0.884,1.096,1.676,0.590692124105012,0.653937947494033,0.527446300715991,0.0632458233890215,10,Cancer_magister,11,30.76565334532,8.73657409350077,2
56,Dungeness crab,Cancer,magister,temperature,Brown and  Terwilliger,1999,Journal of Experimental Marine Biology and Ecology,NA,Malacostraca,Decapoda,NA,Single species lab study (one species in paper),NA,Makes CaCO3,megalopa,propagule,google scholar,NA,oxygen consumption,rate,metabolic rate,consumption,positive,1,Days,Table 1,1.676,0.171,NA,NA,ml g-1 h-1,9,NA,NA,NA,NA,NA,NA,32,20,NA,NA,NA,NA,temperature,NA,NA,NA,anova,Brown and  Terwilliger 1999 Dungeness crab megalopa oxygen consumption temperature,1.505,1.847,1.676,1,1.10202863961814,0.897971360381862,0.102028639618138,20,Cancer_magister,11,30.76565334532,8.73657409350077,2
57,Dungeness crab,Cancer,magister,temperature,Brown and  Terwilliger,1999,Journal of Experimental Marine Biology and Ecology,NA,Malacostraca,Decapoda,NA,Single species lab study (one species in paper),NA,Makes CaCO3,1st juvenile,propagule,google scholar,NA,oxygen consumption,rate,metabolic rate,consumption,positive,1,Days,Table 1,0.386,0.067,NA,NA,ml g-1 h-1,12,NA,NA,NA,NA,NA,NA,32,10,NA,NA,NA,NA,temperature,NA,NA,NA,anova,Brown and  Terwilliger 1999 Dungeness crab 1st juvenile oxygen consumption temperature,0.319,0.453,1.582,0.243994943109987,0.286346396965866,0.201643489254109,0.0423514538558787,10,Cancer_magister,5,30.76565334532,8.73657409350077,2
58,Dungeness crab,Cancer,magister,temperature,Brown and  Terwilliger,1999,Journal of Experimental Marine Biology and Ecology,NA,Malacostraca,Decapoda,NA,Single species lab study (one species in paper),NA,Makes CaCO3,1st juvenile,propagule,google scholar,NA,oxygen consumption,rate,metabolic rate,consumption,positive,1,Days,Table 1,1.582,0.079,NA,NA,ml g-1 h-1,10,NA,NA,NA,NA,NA,NA,32,20,NA,NA,NA,NA,temperature,NA,NA,NA,anova,Brown and  Terwilliger 1999 Dungeness crab 1st juvenile oxygen consumption temperature,1.503,1.661,1.582,1,1.04993678887484,0.950063211125158,0.0499367888748419,20,Cancer_magister,5,30.76565334532,8.73657409350077,2
59,Dungeness crab,Cancer,magister,temperature,Brown and  Terwilliger,1999,Journal of Experimental Marine Biology and Ecology,NA,Malacostraca,Decapoda,NA,Single species lab study (one species in paper),NA,Makes CaCO3,5th juvenile,adult or juvenile,google scholar,NA,oxygen consumption,rate,metabolic rate,consumption,positive,1,Days,Table 1,0.102,0.026,NA,NA,ml g-1 h-1,8,NA,NA,NA,NA,NA,NA,32,10,NA,NA,NA,NA,temperature,NA,NA,NA,anova,Brown and  Terwilliger 1999 Dungeness crab 5th juvenile oxygen consumption temperature,0.076,0.128,0.157,0.64968152866242,0.815286624203822,0.484076433121019,0.165605095541401,10,Cancer_magister,7,30.76565334532,8.73657409350077,2
60,Dungeness crab,Cancer,magister,temperature,Brown and  Terwilliger,1999,Journal of Experimental Marine Biology and Ecology,NA,Malacostraca,Decapoda,NA,Single species lab study (one species in paper),NA,Makes CaCO3,5th juvenile,adult or juvenile,google scholar,NA,oxygen consumption,rate,metabolic rate,consumption,positive,1,Days,Table 1,0.157,0.01,NA,NA,ml g-1 h-1,6,NA,NA,NA,NA,NA,NA,32,20,NA,NA,NA,NA,temperature,NA,NA,NA,anova,Brown and  Terwilliger 1999 Dungeness crab 5th juvenile oxygen consumption temperature,0.147,0.167,0.157,1,1.06369426751592,0.936305732484076,0.0636942675159236,20,Cancer_magister,7,30.76565334532,8.73657409350077,2
61,Dungeness crab,Cancer,magister,temperature,Brown and  Terwilliger,1999,Journal of Experimental Marine Biology and Ecology,NA,Malacostraca,Decapoda,NA,Single species lab study (one species in paper),NA,Makes CaCO3,Adult,adult or juvenile,google scholar,NA,oxygen consumption,rate,metabolic rate,consumption,positive,1,Days,Table 1,0.028,0.004,NA,NA,ml g-1 h-1,4,NA,NA,NA,NA,NA,NA,32,10,NA,NA,NA,NA,temperature,NA,NA,NA,anova,Brown and  Terwilliger 1999 Dungeness crab Adult oxygen consumption temperature,0.024,0.032,0.06,0.466666666666667,0.533333333333333,0.4,0.0666666666666667,10,Cancer_magister,9,30.76565334532,8.73657409350077,2
62,Dungeness crab,Cancer,magister,temperature,Brown and  Terwilliger,1999,Journal of Experimental Marine Biology and Ecology,NA,Malacostraca,Decapoda,NA,Single species lab study (one species in paper),NA,Makes CaCO3,Adult,adult or juvenile,google scholar,NA,oxygen consumption,rate,metabolic rate,consumption,positive,1,Days,Table 1,0.06,0.01,NA,NA,ml g-1 h-1,4,NA,NA,NA,NA,NA,NA,32,20,NA,NA,NA,NA,temperature,NA,NA,NA,anova,Brown and  Terwilliger 1999 Dungeness crab Adult oxygen consumption temperature,0.05,0.07,0.06,1,1.16666666666667,0.833333333333333,0.166666666666667,20,Cancer_magister,9,30.76565334532,8.73657409350077,2
63,Dungeness crab,Cancer,magister,temperature,Gutermtuh and Armstrong,1989,Journal of Experimental Marine Biology and Ecology,NA,Malacostraca,Decapoda,Grays Harbour Washington,Single species lab study (one species in paper),NA,Makes CaCO3,1st juvenile,propagule,google scholar,NA,oxygen consumption,rate,metabolic rate,consumption,positive,1,Days,Fig.2,269.7183099,25.35211268,NA,NA,umol g-1 h-1,193,NA,NA,NA,NA,NA,NA,27,6,NA,NA,NA,NA,temperature,NA,NA,webplotdigitizer,multi-level anova,Gutermtuh and Armstrong 1989 Dungeness crab 1st juvenile oxygen consumption temperature,244.36619722,295.07042258,909.8591549,0.2964396285375,0.324303405632524,0.268575851442477,0.0278637770950234,6,Cancer_magister,38,30.76565334532,8.73657409350077,3
64,Dungeness crab,Cancer,magister,temperature,Gutermtuh and Armstrong,1989,Journal of Experimental Marine Biology and Ecology,NA,Malacostraca,Decapoda,Grays Harbour Washington,Single species lab study (one species in paper),NA,Makes CaCO3,1st juvenile,propagule,google scholar,NA,oxygen consumption,rate,metabolic rate,consumption,positive,1,Days,Fig.2,257.0422535,22.18309859,NA,NA,umol g-1 h-1,193,NA,NA,NA,NA,NA,NA,27,10,NA,NA,NA,NA,temperature,NA,NA,webplotdigitizer,multi-level anova,Gutermtuh and Armstrong 1989 Dungeness crab 1st juvenile oxygen consumption temperature,234.85915491,279.22535209,909.8591549,0.282507739924044,0.306888544876695,0.258126934971394,0.0243808049526502,10,Cancer_magister,38,30.76565334532,8.73657409350077,3
65,Dungeness crab,Cancer,magister,temperature,Gutermtuh and Armstrong,1989,Journal of Experimental Marine Biology and Ecology,NA,Malacostraca,Decapoda,Grays Harbour Washington,Single species lab study (one species in paper),NA,Makes CaCO3,1st juvenile,propagule,google scholar,NA,oxygen consumption,rate,metabolic rate,consumption,positive,1,Days,Fig.2,466.1971831,60.21126761,NA,NA,umol g-1 h-1,193,NA,NA,NA,NA,NA,NA,27,14,NA,NA,NA,NA,temperature,NA,NA,webplotdigitizer,multi-level anova,Gutermtuh and Armstrong 1989 Dungeness crab 1st juvenile oxygen consumption temperature,405.98591549,526.40845071,909.8591549,0.512383900946997,0.578560371542182,0.446207430351812,0.0661764705951853,14,Cancer_magister,38,30.76565334532,8.73657409350077,3
66,Dungeness crab,Cancer,magister,temperature,Gutermtuh and Armstrong,1989,Journal of Experimental Marine Biology and Ecology,NA,Malacostraca,Decapoda,Grays Harbour Washington,Single species lab study (one species in paper),NA,Makes CaCO3,1st juvenile,propagule,google scholar,NA,oxygen consumption,rate,metabolic rate,consumption,positive,1,Days,Fig.2,909.8591549,114.084507,NA,NA,umol g-1 h-1,193,NA,NA,NA,NA,NA,NA,27,18,NA,NA,NA,NA,temperature,NA,NA,webplotdigitizer,multi-level anova,Gutermtuh and Armstrong 1989 Dungeness crab 1st juvenile oxygen consumption temperature,795.7746479,1023.9436619,909.8591549,1,1.12538699686166,0.874613003138339,0.125386996861661,18,Cancer_magister,38,30.76565334532,8.73657409350077,3
67,Dungeness crab,Cancer,magister,temperature,Gutermtuh and Armstrong,1989,Journal of Experimental Marine Biology and Ecology,NA,Malacostraca,Decapoda,Grays Harbour Washington,Single species lab study (one species in paper),NA,Makes CaCO3,1+ juvenile,adult or juvenile,google scholar,NA,oxygen consumption,rate,metabolic rate,consumption,positive,1,Days,Fig.2,529.5774648,31.69014085,NA,NA,umol g-1 h-1,87,NA,NA,NA,NA,NA,NA,27,6,NA,NA,NA,NA,temperature,NA,NA,webplotdigitizer,multi-level anova,Gutermtuh and Armstrong 1989 Dungeness crab 1+ juvenile oxygen consumption temperature,497.88732395,561.26760565,935.2112676,0.566265060256423,0.600150602430573,0.532379518082273,0.03388554217415,6,Cancer_magister,37,30.76565334532,8.73657409350077,3
68,Dungeness crab,Cancer,magister,temperature,Gutermtuh and Armstrong,1989,Journal of Experimental Marine Biology and Ecology,NA,Malacostraca,Decapoda,Grays Harbour Washington,Single species lab study (one species in paper),NA,Makes CaCO3,1+ juvenile,adult or juvenile,google scholar,NA,oxygen consumption,rate,metabolic rate,consumption,positive,1,Days,Fig.2,748.2394366,25.35211268,NA,NA,umol g-1 h-1,87,NA,NA,NA,NA,NA,NA,27,10,NA,NA,NA,NA,temperature,NA,NA,webplotdigitizer,multi-level anova,Gutermtuh and Armstrong 1989 Dungeness crab 1+ juvenile oxygen consumption temperature,722.88732392,773.59154928,935.2112676,0.800075301188555,0.827183734927875,0.772966867449235,0.0271084337393199,10,Cancer_magister,37,30.76565334532,8.73657409350077,3
69,Dungeness crab,Cancer,magister,temperature,Gutermtuh and Armstrong,1989,Journal of Experimental Marine Biology and Ecology,NA,Malacostraca,Decapoda,Grays Harbour Washington,Single species lab study (one species in paper),NA,Makes CaCO3,1+ juvenile,adult or juvenile,google scholar,NA,oxygen consumption,rate,metabolic rate,consumption,positive,1,Days,Fig.2,925.7042254,38.02816901,NA,NA,umol g-1 h-1,87,NA,NA,NA,NA,NA,NA,27,14,NA,NA,NA,NA,temperature,NA,NA,webplotdigitizer,multi-level anova,Gutermtuh and Armstrong 1989 Dungeness crab 1+ juvenile oxygen consumption temperature,887.67605639,963.73239441,935.2112676,0.989834337406565,1.03049698800485,0.949171686808278,0.0406626505982872,14,Cancer_magister,37,30.76565334532,8.73657409350077,3
70,Dungeness crab,Cancer,magister,temperature,Gutermtuh and Armstrong,1989,Journal of Experimental Marine Biology and Ecology,NA,Malacostraca,Decapoda,Grays Harbour Washington,Single species lab study (one species in paper),NA,Makes CaCO3,1+ juvenile,adult or juvenile,google scholar,NA,oxygen consumption,rate,metabolic rate,consumption,positive,1,Days,Fig.2,935.2112676,57.04225352,NA,NA,umol g-1 h-1,87,NA,NA,NA,NA,NA,NA,27,18,NA,NA,NA,NA,temperature,NA,NA,webplotdigitizer,multi-level anova,Gutermtuh and Armstrong 1989 Dungeness crab 1+ juvenile oxygen consumption temperature,878.16901408,992.25352112,935.2112676,1,1.06099397590278,0.939006024097223,0.0609939759027771,18,Cancer_magister,37,30.76565334532,8.73657409350077,3
71,Dungeness crab,Cancer,magister,temperature,Reed,1969,Journal of the Fisheries Board of Canada,NA,Malacostraca,Decapoda,Newport_ Oregon,Single species lab study (one species in paper),NA,Makes CaCO3,larvae,propagule,google scholar,NA,survival,biomass,survival,ability_productivity_growth_survival,unimodal,30,Days,Fig.3,73.8,NA,NA,NA,percent,25,NA,NA,NA,NA,NA,NA,30,6.1,NA,NA,NA,NA,temperature,NA,NA,webplotdigitizer,regression,Reed 1969 Dungeness crab larvae survival temperature,NA,NA,88.5,0.833898305084746,NA,NA,NA,6.1,Cancer_magister,87,30.76565334532,8.73657409350077,4
72,Dungeness crab,Cancer,magister,temperature,Reed,1969,Journal of the Fisheries Board of Canada,NA,Malacostraca,Decapoda,Newport_ Oregon,Single species lab study (one species in paper),NA,Makes CaCO3,larvae,propagule,google scholar,NA,survival,biomass,survival,ability_productivity_growth_survival,unimodal,30,Days,Fig.3,88.5,NA,NA,NA,percent,25,NA,NA,NA,NA,NA,NA,30,10,NA,NA,NA,NA,temperature,NA,NA,webplotdigitizer,regression,Reed 1969 Dungeness crab larvae survival temperature,NA,NA,88.5,1,NA,NA,NA,10,Cancer_magister,87,30.76565334532,8.73657409350077,4
73,Dungeness crab,Cancer,magister,temperature,Reed,1969,Journal of the Fisheries Board of Canada,NA,Malacostraca,Decapoda,Newport_ Oregon,Single species lab study (one species in paper),NA,Makes CaCO3,larvae,propagule,google scholar,NA,survival,biomass,survival,ability_productivity_growth_survival,unimodal,30,Days,Fig.3,88.3,NA,NA,NA,percent,25,NA,NA,NA,NA,NA,NA,30,13.9,NA,NA,NA,NA,temperature,NA,NA,webplotdigitizer,regression,Reed 1969 Dungeness crab larvae survival temperature,NA,NA,88.5,0.99774011299435,NA,NA,NA,13.9,Cancer_magister,87,30.76565334532,8.73657409350077,4
74,Dungeness crab,Cancer,magister,temperature,Reed,1969,Journal of the Fisheries Board of Canada,NA,Malacostraca,Decapoda,Newport_ Oregon,Single species lab study (one species in paper),NA,Makes CaCO3,larvae,propagule,google scholar,NA,survival,biomass,survival,ability_productivity_growth_survival,unimodal,30,Days,Fig.3,84.6,NA,NA,NA,percent,25,NA,NA,NA,NA,NA,NA,30,17.8,NA,NA,NA,NA,temperature,NA,NA,webplotdigitizer,regression,Reed 1969 Dungeness crab larvae survival temperature,NA,NA,88.5,0.95593220338983,NA,NA,NA,17.8,Cancer_magister,87,30.76565334532,8.73657409350077,4
75,Dungeness crab,Cancer,magister,temperature,Reed,1969,Journal of the Fisheries Board of Canada,NA,Malacostraca,Decapoda,Newport_ Oregon,Single species lab study (one species in paper),NA,Makes CaCO3,larvae,propagule,google scholar,NA,survival,biomass,survival,ability_productivity_growth_survival,unimodal,30,Days,Fig.3,12.6,NA,NA,NA,percent,25,NA,NA,NA,NA,NA,NA,30,21.7,NA,NA,NA,NA,temperature,NA,NA,webplotdigitizer,regression,Reed 1969 Dungeness crab larvae survival temperature,NA,NA,88.5,0.142372881355932,NA,NA,NA,21.7,Cancer_magister,87,30.76565334532,8.73657409350077,4
76,Dungeness crab,Cancer,magister,temperature,Reed,1969,Journal of the Fisheries Board of Canada,NA,Malacostraca,Decapoda,Newport_ Oregon,Single species lab study (one species in paper),NA,Makes CaCO3,larvae,propagule,google scholar,NA,survival,biomass,survival,ability_productivity_growth_survival,unimodal,30,Days,Fig.3,88.3,NA,NA,NA,percent,25,NA,NA,NA,NA,NA,NA,30,13.9,NA,NA,NA,NA,salinity,NA,NA,webplotdigitizer,regression,Reed 1969 Dungeness crab larvae survival salinity,NA,NA,95.7,0.922675026123302,NA,NA,NA,30,Cancer_magister,86,33.5,29,1
77,Dungeness crab,Cancer,magister,temperature,Reed,1969,Journal of the Fisheries Board of Canada,NA,Malacostraca,Decapoda,Newport_ Oregon,Single species lab study (one species in paper),NA,Makes CaCO3,larvae,propagule,google scholar,NA,survival,biomass,survival,ability_productivity_growth_survival,unimodal,30,Days,Fig.3,95.7,NA,NA,NA,percent,25,NA,NA,NA,NA,NA,NA,25,13.9,NA,NA,NA,NA,salinity,NA,NA,webplotdigitizer,regression,Reed 1969 Dungeness crab larvae survival salinity,NA,NA,95.7,1,NA,NA,NA,25,Cancer_magister,86,33.5,29,1
81,Dungeness crab,Cancer,magister,Hypoxia,Bernatis et al,2007,Marine Biology,NA,Malacostraca,Decapoda,Barkley Sound_ BC,Single species lab study (one species in paper),NA,Makes CaCO3,1+ juvenile,adult or juvenile,google scholar,NA,food consumped,rate,consumption,consumption,unimodal,1,Days,Fig.2a,1.949860724,0.557103064,NA,NA,g,25,NA,NA,NA,NA,NA,NA,31.5,11,1.5,kPA,0.47128,http://www.loligosystems.com/convert-oxygen-units; assume atm pressure of 1013.25; salinity of 30; temp of 12,oxygen,NA,NA,webplotdigitizer,multi-level anova,Bernatis et al 2007 Dungeness crab 1+ juvenile food consumped oxygen,1.39275766,2.506963788,17.89693593,0.1089494163485,0.1400778210195,0.0778210116775,0.031128404671,0.47128,Cancer_magister,1,6.731162869637099,0.002651905735767656,6
82,Dungeness crab,Cancer,magister,Hypoxia,Bernatis et al,2007,Marine Biology,NA,Malacostraca,Decapoda,Barkley Sound_ BC,Single species lab study (one species in paper),NA,Makes CaCO3,1+ juvenile,adult or juvenile,google scholar,NA,food consumped,rate,consumption,consumption,unimodal,1,Days,Fig.2a,6.406685237,0.974930362,NA,NA,g,25,NA,NA,NA,NA,NA,NA,31.5,11,3.2,kPA,1.00541,http://www.loligosystems.com/convert-oxygen-units; assume atm pressure of 1013.25; salinity of 30; temp of 12,oxygen,NA,NA,webplotdigitizer,multi-level anova,Bernatis et al 2007 Dungeness crab 1+ juvenile food consumped oxygen,5.431754875,7.381615599,17.89693593,0.357976653772376,0.412451361946626,0.303501945598126,0.05447470817425,1.00541,Cancer_magister,1,6.731162869637099,0.002651905735767656,6
83,Dungeness crab,Cancer,magister,Hypoxia,Bernatis et al,2007,Marine Biology,NA,Malacostraca,Decapoda,Barkley Sound_ BC,Single species lab study (one species in paper),NA,Makes CaCO3,1+ juvenile,adult or juvenile,google scholar,NA,food consumped,rate,consumption,consumption,unimodal,1,Days,Fig.2a,11.28133705,1.462395543,NA,NA,g,25,NA,NA,NA,NA,NA,NA,31.5,11,5.3,kPA,1.6652,http://www.loligosystems.com/convert-oxygen-units; assume atm pressure of 1013.25; salinity of 30; temp of 12,oxygen,NA,NA,webplotdigitizer,multi-level anova,Bernatis et al 2007 Dungeness crab 1+ juvenile food consumped oxygen,9.818941507,12.743732593,17.89693593,0.630350194811252,0.712062257072627,0.548638132549877,0.081712062261374993,1.6652,Cancer_magister,1,6.731162869637099,0.002651905735767656,6
84,Dungeness crab,Cancer,magister,Hypoxia,Bernatis et al,2007,Marine Biology,NA,Malacostraca,Decapoda,Barkley Sound_ BC,Single species lab study (one species in paper),NA,Makes CaCO3,1+ juvenile,adult or juvenile,google scholar,NA,food consumped,rate,consumption,consumption,unimodal,1,Days,Fig.2a,15.1810585,1.601671309,NA,NA,g,25,NA,NA,NA,NA,NA,NA,31.5,11,10.5,kPA,3.29899,http://www.loligosystems.com/convert-oxygen-units; assume atm pressure of 1013.25; salinity of 30; temp of 12,oxygen,NA,NA,webplotdigitizer,multi-level anova,Bernatis et al 2007 Dungeness crab 1+ juvenile food consumped oxygen,13.579387191,16.782729809,17.89693593,0.848249027620003,0.937743191049128,0.758754864190878,0.089494163429125,3.29899,Cancer_magister,1,6.731162869637099,0.002651905735767656,6
